0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,173.79,24.51,63.78,9.29,0.00,29.20,19.90,5.75,4.51,23.20,7.93
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,229.16,24.77,58.34,9.15,0.00,29.36,20.20,5.46,4.14,22.93,8.70
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,12.12,23.20,45.97,9.69,0.00,28.08,18.36,5.32,3.69,20.62,2.03
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.15,22.30,35.84,10.73,0.00,27.70,16.92,5.35,3.57,18.46,1.13
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,22.40,25.84,12.23,0.11,28.54,16.28,5.88,3.93,17.06,0.89
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,24.70,22.79,13.18,0.00,31.33,18.16,6.67,4.74,18.02,0.19
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,4.55,27.15,24.06,13.60,0.00,33.93,20.33,7.45,5.64,19.73,1.27
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.72,28.71,35.00,12.80,0.00,35.15,22.31,7.66,5.99,21.89,2.06
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,191.15,26.14,46.19,11.72,0.00,32.03,20.28,7.21,5.50,21.99,10.52
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,55.36,24.60,70.02,9.01,0.00,29.14,20.08,5.87,4.65,23.42,3.83
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,38.32,23.99,80.00,8.14,0.00,28.10,19.96,5.33,4.36,23.41,5.27
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.44,23.85,72.95,8.27,0.00,28.00,19.72,5.42,4.37,23.34,4.92
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,68.04,25.06,63.78,9.29,0.00,29.75,20.45,5.77,4.57,23.27,5.77
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,183.54,24.33,58.30,9.15,0.00,28.91,19.74,5.45,4.10,22.75,8.51
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,35.81,23.35,46.32,9.69,0.00,28.24,18.54,5.30,3.71,21.16,3.60
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.38,22.20,35.84,10.73,0.00,27.59,16.86,5.28,3.55,18.46,1.21
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,23.50,25.84,12.23,0.00,29.65,17.42,5.92,4.04,18.24,0.03
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,24.78,22.79,13.18,0.00,31.41,18.23,6.68,4.75,17.57,0.02
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.26,27.64,24.06,13.60,0.00,34.45,20.82,7.53,5.70,19.50,0.22
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.80,27.91,35.00,12.80,0.00,34.35,21.53,7.59,5.89,21.84,3.24
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,204.38,27.73,46.30,11.72,0.00,33.62,21.86,7.28,5.71,23.33,5.81
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,191.57,24.66,70.02,9.01,0.00,29.20,20.14,5.91,4.66,23.54,6.47
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,69.05,23.58,80.00,8.14,0.00,27.69,19.55,5.32,4.31,23.83,6.27
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.44,23.62,72.95,8.27,0.00,27.77,19.50,5.41,4.34,23.34,5.79
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,85.19,25.02,63.78,9.29,0.00,29.71,20.38,5.78,4.58,23.44,6.34
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,285.12,24.29,58.18,9.15,0.00,28.88,19.73,5.47,4.09,22.75,9.63
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,26.57,22.66,45.97,9.69,0.00,27.55,17.83,5.27,3.65,20.61,3.10
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,21.87,35.84,10.73,0.00,27.26,16.53,5.34,3.51,18.46,0.26
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,21.39,25.84,12.23,0.83,27.53,15.27,5.79,3.83,16.87,0.07
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.73,22.79,13.18,0.00,31.36,18.16,6.67,4.76,17.13,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.48,24.06,13.60,0.00,33.31,19.66,7.45,5.56,18.67,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.61,28.10,35.00,12.80,0.00,34.49,21.69,7.58,5.91,21.89,2.31
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,108.71,26.87,46.30,11.72,0.00,32.74,21.02,7.21,5.59,23.33,6.93
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,159.06,24.81,70.02,9.01,0.00,29.36,20.31,5.88,4.67,23.52,5.25
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,149.41,24.26,80.00,8.14,0.00,28.36,20.22,5.34,4.38,23.29,7.67
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.33,24.09,72.95,8.27,0.00,28.24,19.96,5.46,4.38,23.34,6.15
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.15,24.63,63.78,9.29,0.00,29.32,20.03,5.76,4.53,23.20,6.88
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,159.65,24.39,58.18,9.15,0.00,28.98,19.83,5.43,4.11,22.75,7.89
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,50.40,23.54,45.97,9.69,0.00,28.42,18.73,5.33,3.72,20.61,4.13
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,21.44,35.84,10.73,0.11,26.83,16.10,5.28,3.46,18.43,0.65
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,25.84,12.23,0.40,28.36,16.12,5.85,3.91,17.02,0.00
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,24.16,22.79,13.18,0.02,30.79,17.59,6.63,4.68,17.57,0.01
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,24.73,26.69,24.06,13.60,0.00,33.49,19.87,7.43,5.57,18.67,1.25
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.83,28.20,35.00,12.80,0.00,34.65,21.81,7.58,5.93,21.86,2.38
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,122.39,27.82,46.30,11.72,0.00,33.68,21.96,7.27,5.70,23.28,6.37
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,127.30,25.30,70.02,9.01,0.00,29.84,20.80,5.92,4.73,23.65,5.62
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,85.22,24.28,80.00,8.14,0.00,28.38,20.24,5.35,4.38,23.33,6.85
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.28,24.46,72.95,8.27,0.00,28.61,20.34,5.49,4.41,23.34,6.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,152.13,24.13,63.78,9.29,0.00,28.82,19.53,5.75,4.47,23.20,6.65
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,180.65,24.20,58.18,9.15,0.00,28.79,19.64,5.42,4.08,22.75,9.02
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,34.26,23.14,45.97,9.69,0.00,28.02,18.33,5.30,3.67,21.25,3.86
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.32,21.67,35.84,10.73,0.05,27.06,16.33,5.28,3.49,18.41,3.28
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,22.50,25.84,12.23,0.18,28.65,16.41,5.86,3.93,17.02,0.35
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,24.59,22.79,13.18,0.00,31.22,18.00,6.67,4.74,17.51,0.76
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,4.87,26.98,24.06,13.60,0.00,33.80,20.16,7.47,5.63,18.67,1.24
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.34,27.74,35.00,12.80,0.00,34.19,21.32,7.55,5.88,21.33,3.17
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,92.14,27.68,46.30,11.72,0.00,33.57,21.82,7.24,5.70,23.54,4.88
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,43.56,25.07,70.02,9.01,0.00,29.61,20.57,5.92,4.70,23.55,3.88
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,98.22,23.75,80.00,8.14,0.00,27.86,19.71,5.31,4.33,23.35,7.84
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.76,24.59,72.95,8.27,0.00,28.73,20.46,5.46,4.43,23.34,4.91
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,51.71,24.82,63.78,9.29,0.00,29.51,20.20,5.81,4.56,24.18,4.37
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,199.81,24.27,58.18,9.15,0.00,28.86,19.71,5.47,4.10,22.75,9.79
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,35.93,22.47,45.97,9.69,0.00,27.35,17.66,5.27,3.63,20.61,3.63
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,21.25,35.84,10.73,0.07,26.64,15.87,5.28,3.46,18.46,1.07
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.37,22.37,25.84,12.23,0.28,28.52,16.25,5.83,3.93,16.95,1.00
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,24.98,22.79,13.18,0.00,31.61,18.43,6.70,4.77,17.57,0.10
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,15.62,26.47,24.06,13.60,0.00,33.29,19.64,7.46,5.56,18.67,1.64
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.34,28.07,35.00,12.80,0.00,34.49,21.66,7.60,5.92,21.78,3.04
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,170.96,26.25,46.30,11.72,0.00,32.14,20.39,7.16,5.52,23.30,7.17
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,90.00,25.95,70.02,9.01,0.00,30.49,21.48,5.91,4.79,24.85,4.13
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,96.58,24.17,80.00,8.14,0.00,28.27,20.13,5.35,4.38,23.29,6.43
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162.77,24.61,72.95,8.27,0.00,28.76,20.48,5.47,4.44,24.50,7.18
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,158.10,24.73,63.78,9.29,0.00,29.42,20.13,5.77,4.53,23.25,7.97
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,174.22,24.52,58.18,9.15,0.00,29.11,19.96,5.42,4.10,22.75,9.36
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,19.97,24.48,45.97,9.69,0.00,29.36,19.67,5.36,3.81,22.18,2.66
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,22.23,35.84,10.73,0.00,27.61,16.88,5.35,3.55,18.78,0.25
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,22.98,19.00,12.23,0.00,29.13,16.90,6.03,3.97,17.41,0.03
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,24.34,11.18,13.18,0.00,30.98,17.80,6.87,4.71,17.51,0.04
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.70,27.08,22.15,13.60,0.00,33.90,20.28,7.51,5.63,19.57,0.16
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.24,27.68,34.52,12.80,0.00,34.13,21.27,7.55,5.86,21.84,4.65
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,126.53,28.27,45.10,11.72,0.00,34.16,22.43,7.29,5.76,24.09,5.09
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,206.44,25.05,77.03,9.01,0.00,29.59,20.56,5.78,4.69,23.44,6.57
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,51.53,24.58,84.16,8.14,0.00,28.68,20.52,5.29,4.42,23.35,5.94
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,203.06,24.17,78.71,8.27,0.00,28.32,20.05,5.36,4.39,23.34,7.26
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,171.74,24.44,77.12,9.29,0.00,29.13,19.84,5.52,4.50,23.20,8.32
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,184.89,24.14,56.25,9.15,0.00,28.73,19.57,5.45,4.08,22.75,8.79
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,13.34,23.75,54.42,9.69,0.00,28.63,18.90,5.17,3.74,20.77,2.32
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.87,21.86,49.54,10.73,0.10,27.25,16.52,5.07,3.51,18.46,2.10
